"Index Name","Date","Open","High","Low","Close"
"NIFTY MICROCAP 250","10 Jul 2024","24151.7","24170.8","23311.5","23826.55"
"NIFTY MICROCAP 250","09 Jul 2024","24124.2","24189.8","23907.1","24048.25"
"NIFTY MICROCAP 250","08 Jul 2024","24175.55","24278.25","23867.35","23984.65"
"NIFTY MICROCAP 250","05 Jul 2024","23918.85","24105.85","23850.5","24072.10"
"NIFTY MICROCAP 250","04 Jul 2024","23906","23949.2","23792.1","23866.65"
"NIFTY MICROCAP 250","03 Jul 2024","23775.95","23842.3","23718.15","23804.55"
"NIFTY MICROCAP 250","02 Jul 2024","23732.2","23768.25","23453.05","23622.40"
"NIFTY MICROCAP 250","01 Jul 2024","23177.8","23601.5","23169.75","23578.10"
"NIFTY MICROCAP 250","28 Jun 2024","23041.05","23116.35","22946.75","23036.85"
"NIFTY MICROCAP 250","27 Jun 2024","23230.8","23315.55","22790.7","22902.70"
"NIFTY MICROCAP 250","26 Jun 2024","23126.65","23230.65","23096.15","23153.45"
"NIFTY MICROCAP 250","25 Jun 2024","23154.6","23248.65","23000.9","23028.65"
"NIFTY MICROCAP 250","24 Jun 2024","22942.15","23137.7","22792.7","23026.85"
"NIFTY MICROCAP 250","21 Jun 2024","23100","23173","22888.8","22963.30"
"NIFTY MICROCAP 250","20 Jun 2024","22743.25","23020.8","22663","22969.95"
"NIFTY MICROCAP 250","19 Jun 2024","22872.9","22894.75","22411.2","22648.00"
"NIFTY MICROCAP 250","18 Jun 2024","22679.2","22790.15","22582.05","22733.30"
"NIFTY MICROCAP 250","14 Jun 2024","22436.75","22574.75","22311.55","22523.40"
"NIFTY MICROCAP 250","13 Jun 2024","22343.9","22400.8","22171.1","22338.80"
"NIFTY MICROCAP 250","12 Jun 2024","22023.25","22226.8","22021.9","22189.25"
"NIFTY MICROCAP 250","11 Jun 2024","21686.55","21934.3","21618.35","21903.95"
"NIFTY MICROCAP 250","10 Jun 2024","21442.9","21607.8","21424.25","21553.00"
"NIFTY MICROCAP 250","07 Jun 2024","20885","21267.35","20786.2","21254.95"
"NIFTY MICROCAP 250","06 Jun 2024","20372.9","20849.4","20370.95","20765.85"
"NIFTY MICROCAP 250","05 Jun 2024","19586.45","20161.25","19085.7","20130.25"
"NIFTY MICROCAP 250","04 Jun 2024","21013.55","21013.55","18760.8","19512.95"
"NIFTY MICROCAP 250","03 Jun 2024","21485.4","21499.6","20956","21040.30"
"NIFTY MICROCAP 250","31 May 2024","20545.7","20682.25","20294.3","20648.90"
"NIFTY MICROCAP 250","30 May 2024","20740.6","20778.45","20412.3","20433.25"
"NIFTY MICROCAP 250","29 May 2024","20644.9","20820.35","20581.55","20767.40"
"NIFTY MICROCAP 250","28 May 2024","20986.9","21017.3","20603.55","20712.80"
"NIFTY MICROCAP 250","27 May 2024","21204.1","21233.15","20878.55","20930.20"
"NIFTY MICROCAP 250","24 May 2024","21223.05","21299.45","21096.8","21114.45"
"NIFTY MICROCAP 250","23 May 2024","21309.95","21366.15","21177.35","21205.00"
"NIFTY MICROCAP 250","22 May 2024","21310.15","21353.8","20982.05","21229.30"
"NIFTY MICROCAP 250","21 May 2024","21300.45","21306.4","21065.4","21194.15"
"NIFTY MICROCAP 250","18 May 2024","21184.6","21279.05","21176.8","21230.00"
"NIFTY MICROCAP 250","17 May 2024","20916.95","21103.9","20911.4","21086.00"
"NIFTY MICROCAP 250","16 May 2024","20858.65","20907.6","20785.55","20849.25"
"NIFTY MICROCAP 250","15 May 2024","20609.05","20754.65","20587.75","20723.75"
"NIFTY MICROCAP 250","14 May 2024","20161.5","20508.8","20160.55","20488.10"
"NIFTY MICROCAP 250","13 May 2024","20143.5","20158.65","19661.9","20065.15"
"NIFTY MICROCAP 250","10 May 2024","19982.65","20141.65","19681.35","20119.60"
"NIFTY MICROCAP 250","09 May 2024","20515.05","20550.7","19874.25","19908.90"
"NIFTY MICROCAP 250","08 May 2024","20287.15","20557.9","20147.15","20445.50"
"NIFTY MICROCAP 250","07 May 2024","20640.65","20652.8","20142.6","20288.55"
"NIFTY MICROCAP 250","06 May 2024","21034.2","21063.6","20496.05","20599.60"
"NIFTY MICROCAP 250","03 May 2024","21116.95","21131.55","20742.3","20886.65"
"NIFTY MICROCAP 250","02 May 2024","21092.45","21106.15","20975","21020.05"
"NIFTY MICROCAP 250","30 Apr 2024","21047.9","21104.9","20954.9","20964.75"
